acte;nb_sejsea;nb_actes;dms_globale;nb_sej_0_nuit;nb_acte_ambu
BGPA0020;16715;16743;0,2;15365;15387
BGPA0030;149;149;0,2;132;132
BGQP0010;22;24;6,2;.;.
BGQP0020;47176;51814;7;20858;21786
BGQP0030;6708;7892;15,8;2451;2457
BGQP0040;2439;4104;49,6;23;23
BGQP0050;286;288;0,6;187;187
BGQP0060;3094;3131;3,3;2127;2133
BGQP0070;50474;56835;4,2;29850;31841
BGQP0090;1649;1692;4;1069;1085
BGQP0100;515;546;2,9;433;461
BGQP0110;14;14;4,9;.;.
BGQP0120;230;232;4,2;174;176
BGQP1400;7864;8161;4,4;3991;4046
BGSA0020;42;42;0,7;29;29
BHGA0010;30;30;7;.;.
BHGA0020;51;51;6,7;.;.
BHGA0030;56;56;3,6;.;.
BHGA0050;36;36;1,6;.;.
BHGA0060;753;756;2,4;92;92
BHGA0070;207;207;1,9;.;.
BHMA0010;219;221;3;35;35
BHMA0020;284;292;3,7;19;19
BHNL0011;31;32;5;.;.
BHNL0012;34;35;4,9;.;.
BHNL0013;34;35;4,9;.;.
BHQB0010;1513;1552;0,6;1276;1305
BHQP0010;265;268;0,7;245;246
BHQP0020;11254;11302;0,2;10740;10764
BHQX0050;228;229;1,6;91;91
BJDA0010;617;617;0;602;602
BJDA0020;219;220;0;213;214
BJEA0010;1459;1466;0,1;1378;1382
BJEA0020;15;15;2,1;.;.
BJLB9010;336;345;0,2;318;327
BJMA0010;897;899;0,3;666;667
BJMA0020;2827;2931;0;2697;2796
BJMA0030;3858;3886;0;3680;3707
BJMA0040;1405;1468;0;1376;1437
BJMA0050;5483;5503;0;5298;5317
BJMA0060;898;900;0,1;855;856
BJMA0070;462;463;0,1;435;436
BJMA0080;701;704;0,1;644;647
BJMA0090;1301;1336;0,1;1143;1145
BJQP0010;138;139;4,9;73;73
BJQP0020;5978;6454;5,6;3201;3223
BJQP0040;25;25;3,8;.;.
BJQP0050;8501;8938;3,3;4832;4936
BJQP0060;111;112;2;66;66
BKFA0010;185;185;1,4;103;103
BKFA0020;576;605;0,5;459;488
BKFA0030;48;48;5,1;.;.
BKFA0040;169;172;1,2;30;30
BKGA0010;59;59;1;18;18
BKGA0040;30;32;7;.;.
BKGA0050;83;83;1,1;55;55
BKGA0060;45;45;12,4;.;.
BKGA0070;44;44;4,5;.;.
BKHA0020;226;229;0,9;136;139
BKHA0030;68;70;3,5;19;20
BKHB0030;29;29;3,2;14;14
BKJA0010;262;280;7,1;16;17
BKLA0010;28;28;1,2;15;15
BKLA0020;20;22;1,5;.;.
BKLA0030;112;112;0,5;70;70
BKLB0010;5956;6154;0,4;5419;5423
BKLP0010;129;129;1,2;37;37
BKMA0010;113;113;0,7;58;58
BKMA0020;32;32;2;12;12
BKMA0030;209;211;1,6;116;118
BKMA0040;153;153;0,6;90;90
BKQX0040;76;76;4,9;.;.
BLQP0010;302;314;8,2;148;150
BLQP0020;1812;1838;2,6;1286;1291
BLQP0030;391;396;4,4;153;155
BLQP0040;3671;4180;5,4;1937;2160
BLQP0050;17;17;0,4;16;16
BLQP0070;240;263;10,4;99;106
BLQP0080;40;41;14,3;.;.
BLQP0090;1356;1373;5,1;591;595
BLQP0100;18285;19529;6,3;9209;9295
BLQP0120;44;44;5,8;20;20
BLQP0140;84;86;2,1;62;64
BZQK0010;44690;52122;7;17930;19187
BZQM0010;39888;40156;0,3;38054;38100
BZQM0020;1245;1254;0,9;1114;1118
BZQM0030;1047;1079;3;757;758
BZQP0030;566;601;1,8;407;429
BZQX0040;5236;5272;0,2;4718;4751
CAEA0010;438;449;0,1;406;417
CAEA0020;212;218;0,4;176;182
CAFA0010;38;38;4,7;15;15
CAFA0020;3387;3450;0,1;3206;3266
CAFA0030;152;154;1;84;85
CAFA0040;33;33;2,2;.;.
CAFA0050;8094;8177;0,2;7544;7621
CAFA0060;219;228;2;108;108
CAFA0070;113;113;1,8;66;66
CAFA0080;16;16;10,1;.;.
CAFA0090;2545;2564;0,5;1816;1833
CAFA0110;417;417;0,4;333;333
CAGD0010;6608;6730;2,2;5295;5325
CAGD0020;3303;3334;1,4;2878;2893
CAHA0010;174;177;3,1;127;128
CAHA0020;38;39;2,5;27;27
CAJA0010;428;447;3,2;179;183
CAJA0020;577;597;4,2;249;258
CAJD0010;734;794;4,8;396;398
CALD0010;1952;1985;0,9;1489;1491
CAMA0010;47;47;2,5;15;15
CAMA0020;352;361;0,2;326;334
CAMA0030;109;112;0,4;78;81
CAMA0040;78;79;4,6;.;.
CAMA0050;23;23;0,6;18;18
CAMA0060;27;27;1,7;.;.
CAMA0070;93;95;1;51;52
CAMA0080;1457;1462;0,2;1333;1337
CAMA0100;433;434;0,3;345;346
CAMA0110;564;571;0,7;379;384
CAMA0120;26;26;0;25;25
CAMA0130;9322;9340;0,2;8148;8158
CAMA0140;39;39;2,1;.;.
CAMA0160;89;89;0,9;42;42
CAMA0170;15;17;0,4;11;13
CAMA0180;182;182;0,6;111;111
CAMA0190;31;31;0,1;29;29
CAMA0200;72;72;0,2;62;62
CAMA0210;216;220;0,1;204;208
CAMA0220;9164;9495;0,1;8633;8953
CAPA0010;33;33;3,2;14;14
CASA0010;66;67;2,6;36;36
CASA0020;175;178;3,1;32;32
CBFA0010;49;49;0,5;31;31
CBFA0020;3369;3383;0,8;1731;1736
CBFA0030;281;285;1;100;101
CBFA0040;320;320;0,3;234;234
CBFA0050;564;566;0,4;382;384
CBFA0060;2305;2313;0,7;1193;1197
CBFA0070;357;358;1,3;139;140
CBFA0080;76;76;1,7;38;38
CBFA0090;20;20;1;.;.
CBFA0100;70;71;0,9;46;47
CBFA0120;29;29;0,7;15;15
CBFA0130;27;27;3,4;.;.
CBGA0010;88;96;0,6;74;82
CBGA0030;102;103;0,4;78;79
CBGD0010;4831;4837;0,1;4670;4676
CBJD0010;14296;14410;0,7;12892;12914
CBKA0010;183;183;2,4;73;73
CBLA0010;93;93;0,8;59;59
CBLA0020;577;599;0,3;481;500
CBLD0010;28362;28459;0,2;27111;27194
CBLD0020;136;138;0,2;116;117
CBLD0030;6136;6158;0,4;5540;5556
CBMA0010;846;848;0,9;535;537
CBMA0020;84;84;0,8;47;47
CBMA0030;19;19;0,4;12;12
CBMA0040;157;158;1;59;59
CBMA0050;1064;1067;0,4;768;771
CBMA0060;61;61;0,4;46;46
CBMA0070;270;270;1,2;152;152
CBMA0080;2283;2416;0,1;2134;2263
CBMA0090;4362;4396;0,4;3263;3283
CBMA0100;21;21;1,3;.;.
CBMA0110;1285;1289;0,4;860;862
CBMD0010;870;907;1;368;369
CBMD0020;769;770;0,4;545;546
CBMD0030;476;477;0,5;306;306
CBPA0010;114;115;0,4;87;87
CBPA0020;1028;1029;1,5;407;407
CBPA0030;1891;1898;0,5;1224;1230
CBPD0010;2273;2302;1,3;1740;1743
CBQA0010;1155;1260;0,9;885;987
CBQD0010;815;829;3,4;611;619
CBQE0010;4346;4544;6,9;2085;2104
CBQE9000;20;20;0,1;19;19
CCFA0010;52;53;4,3;.;.
CCNB0010;1715;1733;0,2;1658;1673
CCPA0030;83;83;2,1;16;16
CCRD0010;28;28;1,5;.;.
CCRD0020;444;446;0;442;444
CCSA0010;345;349;1,4;162;164
CDGA0010;226;229;1,9;78;78
CDLA0030;1928;2054;1,6;571;579
CDMP0010;16;18;7,2;.;.
CDMP0020;2048;2147;0,5;1820;1879
CDQP0020;5768;6086;5,7;2736;2928
CDQP0040;1577;1582;4,3;56;57
CDQP0050;32;33;1,9;25;25
CDQP0060;5176;5499;10,1;1446;1468
CDQP0070;1144;1162;4,1;887;898
CDQP0080;891;939;15,6;389;395
CDQP0090;134766;139437;4,2;811;826
CDQP0100;5255;5332;2,3;3713;3731
CDQP0110;619;633;0,3;603;617
CDQP0120;7745;8096;2,7;5856;6080
CDQP0130;283;283;4,2;.;.
CDQP0140;1450;1479;1,3;1044;1053
CDQP0150;1353;1382;6,6;476;477
CDQP0160;25;25;18,5;18;18
CDQP0170;52865;56940;5,4;388;398
CDRP0010;60;61;6,2;.;.
CDRP0020;28003;29457;5,8;183;183
CEQP0010;252;252;2,2;157;157
CEQP0020;1073;1073;0;1072;1072
CEQP0050;2590;2642;0,1;2549;2584
CEQP0060;75;79;1,6;13;13
CEQP0080;2890;3099;0,2;2823;3030
CERP0010;859;871;1,7;630;635
CERP0020;2266;2334;2,7;1528;1554
CERP0030;4677;4724;0,8;4082;4119
CERP0040;1289;1308;1,9;1001;1013
CERP0050;31;31;2,2;21;21
DAAA0020;48;48;16,7;.;.
DAAA0030;38;38;12,7;.;.
DAAF0010;123;128;6,6;.;.
DAAF0030;174;177;22,3;.;.
DACA0010;554;565;16,9;12;12
DAFA0010;2062;2069;15,2;.;.
DAFA0020;43;43;14,3;.;.
DAFA0030;103;104;24;.;.
DAFA0050;20;20;12,3;.;.
DAFA0060;916;922;13,2;.;.
DAFA0070;532;537;14,6;.;.
DAFA0080;83;84;19,4;.;.
DAFA0090;422;424;13,6;.;.
DAFA0100;101;102;10,9;.;.
DAGA0010;678;684;20,2;.;.
DAGA0020;25;25;33,8;.;.
DAGF0010;909;925;8,1;449;452
DAHF0010;4120;4570;5,8;2499;2561
DAMA0030;55;56;23,4;.;.
DAMA0050;14;14;13;.;.
DAMF0010;88;90;32;.;.
DAPA0010;289;290;32,7;.;.
DAQL0020;2344;2346;5,8;1439;1440
DAQL0030;35;36;14,1;.;.
DAQL0060;32;32;13;.;.
DAQL0070;806;807;5,7;338;338
DAQL0080;474;480;4,3;343;343
DAQL0090;6356;6384;3,6;4371;4380
DAQL0100;1766;1774;4,2;1233;1234
DAQL0120;364;374;13,7;53;59
DAQL0140;1641;1661;13,2;133;134
DAQL0150;241;242;8;45;45
DAQM0030;43119;43195;0,6;40278;40316
DAQM9000;6740;7352;8,6;1524;1562
DAQM9010;23;23;13,6;.;.
DASA0010;11;11;18,6;.;.
DASA0020;57;58;12,9;.;.
DASA0030;1476;1488;14,2;.;.
DASA0060;126;131;23,3;.;.
DASA0080;133;133;18,5;.;.
DASA0090;13;13;14,7;.;.
DASA0100;36;36;9,5;.;.
DASA0110;87;88;13,8;.;.
DASA0120;423;423;12,4;.;.
DASA0140;51;52;13,6;.;.
DASF0010;655;661;10,3;.;.
DASF0020;14;15;4,1;.;.
DASF0030;107;108;8,2;.;.
DASF0040;1475;1509;2,9;59;59
DASF0050;4269;4324;2,1;1367;1389
DASF0740;2674;2711;4,3;14;14
DBAF0010;1603;1615;7,7;17;17
DBAF0020;233;239;6,2;.;.
DBAF0030;16;16;28,8;.;.
DBAF0040;234;240;6;.;.
DBAF0050;13;15;21,2;.;.
DBBF1980;2311;2387;7;15;17
DBEA0010;36;36;25;.;.
DBFA0010;236;238;14,3;.;.
DBFA0020;12;12;27;.;.
DBKA0010;13;13;16,6;.;.
DBKA0020;613;620;22;.;.
DBKA0030;65;67;15,4;.;.
DBKA0040;269;273;21;.;.
DBKA0060;2897;2947;14,2;.;.
DBKA0070;82;84;16,5;.;.
DBKA0090;415;420;23,3;.;.
DBKA0100;1296;1329;22;.;.
DBKA0110;3057;3079;13,4;.;.
DBKA0120;144;148;13,8;.;.
DBLA0010;84;84;15,7;.;.
DBLA0040;191;199;9,3;.;.
DBLF0010;20832;21474;5,8;16;16
DBLF0090;204;207;4;.;.
DBMA0010;139;140;16,6;.;.
DBMA0020;3016;3067;14,1;.;.
DBMA0030;2527;2555;14;.;.
DBMA0040;230;232;12;.;.
DBMA0060;99;99;16,6;.;.
DBMA0070;1131;1145;13;.;.
DBMA0080;2243;2271;16,4;.;.
DBMA0090;2689;2696;15,2;.;.
DBMA0110;1294;1302;13,7;.;.
DBMA0120;723;733;15;.;.
DBMA0130;1027;1029;19,4;.;.
DBMA0150;26;26;10,7;.;.
DBPA0010;12;12;8,8;.;.
DBPA0070;30;31;11,4;.;.
DBQM0010;239;239;5,4;129;129
DBSF0010;151;154;10,6;.;.
DCFA0010;1876;1904;17,9;.;.
DCJA0010;4002;4282;18,7;58;59
DCJB0010;6328;13067;14,3;64;65
DCJB0020;769;959;14,9;19;19
DCMA0010;402;405;13,8;17;17
DCMC0010;415;417;14;.;.
DDAA0020;95;95;17,4;.;.
DDAF0010;3931;3998;4;589;596
DDAF0030;1637;1640;3,8;90;90
DDAF0040;15400;15465;3,5;1478;1482
DDAF0060;42202;42654;3;6768;6778
DDAF0070;22535;22717;3,7;2672;2680
DDAF0080;113391;116525;3,5;15808;15889
DDAF0090;1935;1949;4,2;143;143
DDAF0100;11638;11816;4,3;1900;1913
DDEA0010;117;120;15;.;.
DDFF0010;4734;4817;4,3;326;327
DDFF0020;795;802;5,2;43;43
DDLF0010;627;632;3,8;.;.
DDMA0030;243;245;12,8;.;.
DDMA0040;20;22;13,4;.;.
DDMA0050;1847;1866;13,1;.;.
DDMA0060;3054;3071;12,7;.;.
DDMA0070;267;269;17,6;.;.
DDMA0080;3389;3409;12,7;.;.
DDMA0090;1555;1566;13,3;.;.
DDMA0110;818;822;15,2;.;.
DDMA0120;70;70;14;.;.
DDMA0130;130;132;13,3;.;.
DDMA0150;1526;1536;14,3;.;.
DDMA0160;13;14;19,6;.;.
DDMA0170;332;332;13,8;.;.
DDMA0180;741;758;14,3;.;.
DDMA0190;51;52;19;.;.
DDMA0200;2468;2486;12,9;.;.
DDMA0210;237;245;16,1;.;.
DDMA0220;128;129;11,5;.;.
DDMA0230;66;67;12,2;.;.
DDMA0250;283;288;14;.;.
DDMA0260;198;199;12,2;.;.
DDMA0280;19;20;18,3;.;.
DDMA0290;109;122;16,6;.;.
DDMA0300;16;16;13,8;.;.
DDMA0310;159;159;12,8;.;.
DDMA0320;76;83;15,5;.;.
DDMA0330;136;136;11,9;.;.
DDMA0340;116;118;14,4;.;.
DDMA0360;45;45;14,2;.;.
DDMA0380;52;53;15,1;.;.
DDNF2400;1292;1297;3,2;154;154
DDNF7750;1300;1308;3,4;166;166
DDPF0020;7760;7800;2,6;579;580
DDQF2020;30276;30495;1,8;14160;14219
DDQH0060;815;823;4,2;180;180
DDQH0090;286799;289188;2,9;130207;130552
DDQH0100;306;313;4,9;112;117
DDQH0110;343;346;4,5;115;115
DDQH0120;29428;29626;2,8;13074;13120
DDQH0130;7736;7784;3,5;2535;2543
DDQH0140;2004;2016;4,3;602;603
DDQH0150;743;749;3,5;250;251
DDQJ0010;4414;4502;3,6;954;961
DDRH0010;3948;3988;2,3;1995;2003
DDSF0010;809;811;3,4;13;13
DEEA0010;382;385;4,3;71;71
DEEF0010;1188;1221;5,6;40;40
DEEF0020;175;177;5,8;.;.
DEFA0010;66;67;14,4;.;.
DEFA0020;1219;1237;15,5;.;.
DEGA0020;51;54;28,3;.;.
DEGA0030;1421;1433;11;167;169
DEGF0010;277;284;8;.;.
DEGF0020;379;383;12,9;.;.
DEGF0030;480;485;13,7;.;.
DEGF0040;757;763;6,4;19;19
DEGF0050;97;98;12,7;.;.
DEGF0060;81;81;13,5;.;.
DEGF2070;86;87;18,5;.;.
DEKA0010;18727;18808;1,6;6548;6558
DEKA0020;4833;4856;1,9;1426;1428
DELA0010;366;377;21,1;.;.
DELA0020;389;431;22,3;.;.
DELA0030;223;227;19,4;.;.
DELA0040;53;54;13,1;.;.
DELA0060;44;44;9,4;.;.
DELA0070;113;115;6,8;.;.
DELF0010;843;846;6,5;11;11
DELF0050;38739;39042;4,8;958;960
DELF0060;176;183;9,9;.;.
DELF0070;9578;9655;5,9;294;294
DELF0100;1293;1302;5,5;49;49
DELF0110;4003;4264;9,8;117;119
DELF0120;303;304;4,4;.;.
DELF0130;2629;2657;6;82;82
DELF0140;3222;3244;5,3;70;70
DELF0150;2159;2164;5,3;54;54
DELF0160;2797;2815;6,9;82;82
DELF0170;2247;2266;4,1;80;81
DELF0180;461;469;4,1;.;.
DELF0190;147;148;4,8;.;.
DELF0200;379;379;6,2;.;.
DELF0860;1410;1419;5,7;33;33
DELF2230;3986;4037;8,9;87;87
DELF9000;29;29;8,4;.;.
DELF9020;29;29;6,7;.;.
DELF9030;71;73;6,4;.;.
DEMP0010;14846;16436;5,6;1904;1925
DEMP0020;62516;69769;5,7;7088;7240
DENF0140;1013;1014;2,4;50;50
DENF0150;1396;1404;3,5;121;121
DENF0170;1040;1048;2,3;191;192
DENF0180;6191;6209;2,3;155;155
DENF0210;474;478;2,3;53;53
DENF0350;2384;2437;5,2;78;78
DEPF0040;268;270;2,4;39;39
DEPF0050;2083;2109;1,5;504;507
DEPF0060;3855;3900;4,9;491;492
DEPF0100;6151;6183;1,3;2295;2304
DEPF0120;23740;23863;2,5;4233;4240
DEPF0140;8328;8369;2,2;284;285
DEPF0250;1328;1339;2,7;132;133
DEPF0330;41530;41780;2;2228;2233
DEQA0011;9558;9726;3,2;3981;4036
DEQA0012;2457;2478;1,6;1327;1338
DEQF0010;2234;2261;3,8;367;368
DEQF0020;10888;11000;2;3517;3532
DEQF0030;7962;8021;3,4;2242;2247
DEQF0040;16159;16396;2,4;3496;3502
DEQF0050;12971;13082;2,1;1959;1968
DEQP0010;7713;10190;7;1707;1847
DEQP0020;968;1011;5,1;359;366
DEQP0030;2194578;2868877;5,2;589494;630158
DEQP0040;222316;775749;8,2;26970;27773
DEQP0050;97740;129596;11;10410;10534
DEQP0060;209;226;8,9;58;58
DEQP0070;722664;3097034;9,3;83923;85693
DEQP0080;26063;30435;2,4;2104;2255
DERF0010;83;84;6,4;15;15
DERF0020;310;311;4,8;67;67
DERF0030;97;97;6,5;.;.
DERF0040;73;78;8,9;.;.
DERP0010;816;824;5,7;61;61
DERP0030;56309;57642;2,2;30252;30564
DERP0040;5679;7711;12,9;590;651
DERP0050;10482;30276;14,4;66;69
DFAA0020;81;84;18,3;.;.
DFAA0030;104;105;19,9;.;.
DFAA0040;241;245;17,4;.;.
DFAA0050;14;14;27,6;.;.
DFAF0010;56;57;5,3;11;11
DFAF0020;119;121;5,5;.;.
DFAF0030;99;103;9,9;.;.
DFAF0040;675;1115;4,3;46;46
DFBA0010;139;144;34;.;.
DFCA0010;129;130;12,7;.;.
DFCA0030;53;54;23,1;.;.
DFCA0040;79;81;20,1;.;.
DFCA0060;19;19;16,2;.;.
DFCA0070;90;91;18,1;.;.
DFCA0080;21;21;12,4;.;.
DFCA0090;14;14;23,3;.;.
DFCA0100;32;33;36,9;.;.
DFFA0010;24;24;33,1;.;.
DFFA0030;133;134;19,6;.;.
DFGA0010;12;12;28,2;.;.
DFMA0010;33;33;17,5;.;.
DFMA0040;58;60;15,8;.;.
DFMA0060;20;20;25,5;.;.
DFMA0080;149;151;10,5;.;.
DFMA0110;17;17;17,1;.;.
DFMA0120;11;11;10,3;.;.
DFNF0010;133;153;12,9;.;.
DFNF0020;362;387;9,8;.;.
DFQH0010;594;609;5,5;208;208
DFQH0020;474;514;7;69;70
DFSF0010;42;43;11,7;.;.
DFSF0020;269;280;6,3;94;98
DGAA0020;22;23;32,3;.;.
DGAA0040;18;18;29,4;.;.
DGAA0050;65;66;14,1;.;.
DGAF0010;16;16;11;.;.
DGAF0030;25;26;7,7;.;.
DGAF0040;105;109;10,5;.;.
DGAF0050;893;901;5,3;81;81
DGAF0060;44;44;11,2;.;.
DGAF0070;32;33;18;.;.
DGAF0080;360;362;3,3;26;26
DGCA0010;250;254;12,6;.;.
DGCA0030;54;54;20;.;.
DGCA0040;701;708;13,9;.;.
DGCA0050;51;52;26,7;.;.
DGCA0070;54;54;15;.;.
DGCA0090;165;167;10,3;.;.
DGCA0100;418;421;15,4;.;.
DGCA0110;147;147;24,3;.;.
DGCA0120;37;37;16;.;.
DGCA0130;22;22;13,7;.;.
DGCA0140;82;82;15,9;.;.
DGCA0160;69;69;20,8;.;.
DGCA0170;134;134;18,9;.;.
DGCA0180;33;34;23;.;.
DGCA0190;25;25;10,6;.;.
DGCA0200;53;53;13,5;.;.
DGCA0210;17;17;26,2;.;.
DGCA0220;104;105;12,5;.;.
DGCA0230;16;16;19,8;.;.
DGCA0240;29;30;20,6;.;.
DGCA0250;62;63;23,8;.;.
DGCA0260;85;86;10,2;.;.
DGCA0290;54;54;12,7;.;.
DGCA0300;18;18;15;.;.
DGCA0320;81;82;22,3;.;.
DGDA0010;12;13;53,7;.;.
DGFA0010;644;652;13,3;.;.
DGFA0030;134;135;12,8;.;.
DGFA0040;407;414;11,9;.;.
DGFA0050;48;49;13,1;.;.
DGFA0060;132;134;6,8;.;.
DGFA0070;11;11;9,3;.;.
DGFA0080;17;17;13,6;.;.
DGFA0090;31;31;11,5;.;.
DGFA0100;114;114;13,4;.;.
DGFA0110;83;83;15,8;.;.
DGFA0120;383;399;12,2;.;.
DGFA0150;27;28;25,7;.;.
DGFA0180;16;16;13,6;.;.
DGFA0200;107;108;14,6;.;.
DGGA0030;308;315;20,4;.;.
DGGA0040;75;76;28,2;.;.
DGKA0010;511;521;17;.;.
DGKA0030;870;876;12,3;.;.
DGKA0040;33;34;16,2;.;.
DGKA0050;122;123;19;.;.
DGKA0060;19;19;14,3;.;.
DGKA0070;26;26;22,8;.;.
DGKA0080;39;40;19,2;.;.
DGKA0100;15;15;16,4;.;.
DGKA0110;726;736;13,7;.;.
DGKA0130;57;57;13,4;.;.
DGKA0140;221;221;20,4;.;.
DGKA0150;1461;1470;16,3;.;.
DGKA0160;15;16;34,5;.;.
DGKA0180;142;145;16,7;.;.
DGKA0230;18;18;22,3;.;.
DGKA0250;1356;1366;13,8;.;.
DGKA0260;122;123;14;.;.
DGKA0280;831;833;18,6;22;22
DGKA2090;26;27;19,4;.;.
DGKA2630;12;12;12,2;.;.
DGKA2680;140;141;24,2;.;.
DGKA6980;26;26;31;.;.
DGLA0010;74;79;16;.;.
DGLA0020;147;156;17,9;18;18
DGLF0010;4794;4835;4,6;58;58
DGLF0020;445;582;4,9;22;24
DGLF0030;1420;1500;11,5;20;22
DGLF0050;465;471;7,6;27;27
DGLF0060;654;683;17,5;57;59
DGLF0120;1701;1722;7,5;.;.
DGLF3320;41;41;10,9;.;.
DGMA0050;14;14;26;.;.
DGMA0090;33;33;17,6;.;.
DGPA0010;50;51;12,9;.;.
DGPA0050;399;402;11,4;.;.
DGPA0080;463;468;11,5;.;.
DGPA0100;115;117;13,7;.;.
DGPA0120;543;545;11,6;.;.
DGPA0130;102;102;15,6;.;.
DGPA0160;39;40;12,1;.;.
DGPA0170;283;288;11,8;.;.
DGPA0180;393;400;16,1;48;49
DGPF0010;135;135;3,6;14;14
DGPF0020;1213;1223;3,9;142;143
DGQH0010;15059;15300;3,7;3319;3324
DGQH0020;5026;5071;4;756;758
DGQH0030;226;228;6,4;30;30
DGQH0040;1660;1682;4,5;371;372
DGQH0050;1371;1384;4,9;250;250
DGQH0060;9114;9278;4,1;3502;3508
DGQH0070;2782;2844;4,2;1106;1115
DGQM0010;31578;32621;11;5383;5408
DGQM0020;8170;8433;8,5;2667;2706
DGSA0030;12;12;18,2;.;.
DGSA0040;25;25;34,6;.;.
DGSA0050;297;308;22,5;.;.
DHAF0010;531;546;8,9;116;116
DHAF0020;78;78;6,1;25;25
DHAF0030;997;1006;2,9;682;684
DHAF0040;110;111;10,1;13;13
DHCA0010;281;282;12,9;.;.
DHCA0020;14;14;39,8;.;.
DHCA0030;76;76;13,8;.;.
DHCA0040;31;31;5;.;.
DHFA0010;57;57;16,2;.;.
DHFA0020;25;25;20,4;.;.
DHFA0030;42;44;16,6;.;.
DHFA0040;15;15;14,9;.;.
DHFA0060;40;40;17,5;.;.
DHFA0070;57;57;14,2;.;.
DHGF0010;710;717;9,6;426;430
DHLF0010;6748;12548;38,5;493;494
DHNF0010;20;21;7,2;.;.
DHNF0020;45;52;5;13;13
DHNF0030;23;23;4,1;.;.
DHNF0050;28;30;13,5;.;.
DHNF0060;109;113;21;11;11
DHPA0010;13;14;22,8;.;.
DHPF0010;24;26;3,2;.;.
DHPF0020;175;175;8,5;31;31
DHPF0030;24;24;8,6;.;.
DHQH0010;925;938;1;732;741
DHQH0020;643;650;8;330;333
DHQH0030;5614;5805;10,2;2171;2175
DHQH0040;510;531;0,6;451;472
DHQH0050;676;681;2,2;480;481
DHQH0060;2336;2410;12,9;758;758
DHQH0070;5965;7466;0,4;5123;6457
DHQM0010;263;324;31,6;46;47
DHQM0020;1355;2071;18,7;117;119
DHSA0020;212;213;3,8;.;.
DHSF0010;1678;1708;22,4;242;243
DHSF0020;359;363;21,1;67;67
DKMD0010;3175;3706;15,8;605;621
DKMD0020;3625;4591;19,2;672;709
DKRP0010;17;88;1,1;11;11
DKRP0020;210;211;0,1;207;207
DKRP0030;197;215;1,1;184;184
DKRP0040;22201;22441;2,1;14337;14437
DKRP0050;13;13;8,8;.;.
DZBF8000;233;234;1,6;30;30
DZEA0020;402;419;50;.;.
DZFA0010;397;398;4,6;44;44
DZFA0020;230;231;8,3;19;19
DZFA0030;24;25;2,2;.;.
DZMA0010;71;71;13,9;.;.
DZMA0040;80;80;23,6;.;.
DZMA0050;130;130;7,8;.;.
DZMA0070;104;105;20,1;.;.
DZMA0090;28;30;24,3;.;.
DZMA0100;25;25;16,1;.;.
DZMA0110;139;141;11;.;.
DZQJ0010;64113;67579;7,5;12865;13040
DZQJ0020;5896;6641;15,7;.;.
DZQJ0060;11381;13556;16,5;561;566
DZQJ0070;8236;9273;15,9;11;11
DZQJ0080;18940;19645;8,9;3492;3501
DZQJ0090;8138;8272;9,8;1333;1342
DZQJ0100;4118;4190;6,6;1161;1168
DZQJ0110;8110;8196;6,4;2233;2238
DZQJ0120;3500;3509;4,6;35;35
DZQJ9000;6324;6744;8,8;1138;1151
DZQM0020;7000;7044;1,6;4614;4626
DZQM0030;1659;1684;3,7;320;324
DZQM0050;319052;496255;10,5;26357;26835
DZQM0060;683448;751337;9,4;152083;153838
DZQM0080;1334;1357;6,8;320;322
DZQN0010;12097;12210;8,4;2660;2667
DZQN0020;9421;9493;8,2;1743;1747
DZQX0050;201;207;15;.;.
DZSA0010;17;17;18,3;.;.
DZSA0020;1611;1765;22,2;.;.
DZSA9000;12;14;28,9;.;.
EAAF0020;233;235;10,7;.;.
EAAF0040;227;317;28,9;.;.
EAAF9000;266;270;8,6;.;.
EAAF9010;359;418;23,1;13;13
EAAF9020;59;60;12,5;.;.
EAAF9030;19;21;29;.;.
EABA0010;14;16;8,6;.;.
EACA0010;25;25;13;.;.
EACA0020;67;67;9,3;.;.
EACA0030;148;148;20,3;.;.
EACA0040;12;12;30,9;.;.
EACA0050;11;11;34,7;.;.
EACA0070;510;516;12,9;.;.
EACF0020;23;23;3,8;.;.
EAFA0030;130;131;12,9;.;.
EAFA0050;55;58;19;.;.
EAFA0060;16;16;1,6;.;.
EAFA0080;81;82;15,4;.;.
EAFA0090;50;50;15,8;.;.
EAHF0010;241;243;1,2;166;167
EAJF3410;8782;9052;11;759;785
EALB0020;236;265;15,7;36;36
EAMA0010;56;59;11,5;.;.
EAMA0020;69;71;14,1;.;.
EANF0020;233;278;16,1;.;.
EAQH0010;17;17;10,5;.;.
EAQH0020;35644;38701;12;4645;4673
EAQJ0010;10446;10831;11,5;1353;1371
EAQM0010;601;2588;22,2;.;.
EAQM0020;2458;8531;20,5;87;89
EAQM0030;1520;1679;8,4;301;306
EAQM0040;10107;23114;15;1658;1699
EAQM0050;6560;13748;28;102;104
EASF0010;226;231;7;.;.
EASF0020;64;65;12,7;.;.
EASF0030;102;104;11,7;.;.
EASF0040;481;495;10,8;.;.
EASF0050;237;241;7,6;.;.
EASF0060;182;183;8,9;.;.
EASF0070;91;93;25,3;.;.
EASF0080;111;111;5,1;.;.
EASF0090;53;56;6,6;.;.
EASF0100;2118;2156;23,9;13;13
EASF0110;3439;3481;5,8;14;14
EASF0120;281;287;12,3;12;12
EASF0130;88;89;23,3;.;.
EASF0140;61;65;18,4;.;.
